station_name,lat,lon,scene_id,date,cloud_cover,ndmi_mean,datetime,date_only,year
Acme,34.60194,-98.24165,LC09_L2SP_028036_20230709_02_T1,2023-07-09 17:07:33.860615+00:00,53.65,0.1425851171843961,2023-07-09 17:07:33.860615+00:00,2023-07-09,2023
Acme,34.60175,-98.20714,LC08_L2SP_028036_20230717_02_T1,2023-07-17 17:07:41.666697+00:00,0.0,0.1034292613287578,2023-07-17 17:07:41.666697+00:00,2023-07-17,2023
Acme,34.60218,-98.20898,LC09_L2SP_028036_20230725_02_T1,2023-07-25 17:07:34.841210+00:00,8.03,,2023-07-25 17:07:34.841210+00:00,2023-07-25,2023
Acme,34.6021,-98.21579,LC08_L2SP_028036_20230802_02_T1,2023-08-02 17:07:50.433623+00:00,0.05,0.0448659609728004,2023-08-02 17:07:50.433623+00:00,2023-08-02,2023
Acme,34.60206,-98.22153,LC09_L2SP_028036_20230810_02_T1,2023-08-10 17:07:45.780427+00:00,0.25,-0.0010582175711143,2023-08-10 17:07:45.780427+00:00,2023-08-10,2023
Acme,34.60173,-98.21767,LC08_L2SP_028036_20230818_02_T1,2023-08-18 17:07:56.853642+00:00,0.0,-0.0094268581544437,2023-08-18 17:07:56.853642+00:00,2023-08-18,2023
Acme,34.60195,-98.22369,LC09_L2SP_028036_20230826_02_T1,2023-08-26 17:07:53.368256+00:00,1.03,-0.0449494655264447,2023-08-26 17:07:53.368256+00:00,2023-08-26,2023
Acme,34.60169,-98.20328,LC08_L2SP_028036_20230903_02_T1,2023-09-03 17:07:58.264452+00:00,7.56,-0.0618990056148587,2023-09-03 17:07:58.264452+00:00,2023-09-03,2023
Acme,34.60184,-98.23919,LC09_L2SP_028036_20230911_02_T1,2023-09-11 17:08:03.082132+00:00,87.95,,2023-09-11 17:08:03.082132+00:00,2023-09-11,2023
Acme,34.60172,-98.21018,LC08_L2SP_028036_20230919_02_T1,2023-09-19 17:08:03.725631+00:00,56.28,-0.0787166219040465,2023-09-19 17:08:03.725631+00:00,2023-09-19,2023
Acme,34.60217,-98.19977,LC09_L2SP_028036_20230927_02_T1,2023-09-27 17:07:58.779128+00:00,5.52,-0.1189960670208913,2023-09-27 17:07:58.779128+00:00,2023-09-27,2023
Acme,34.60163,-98.2088,LC08_L2SP_028036_20231005_02_T1,2023-10-05 17:08:05.881821+00:00,44.32,,2023-10-05 17:08:05.881821+00:00,2023-10-05,2023
Acme,34.60201,-98.24119,LC09_L2SP_028036_20231013_02_T1,2023-10-13 17:08:12.335768+00:00,0.03,-0.1078472764995923,2023-10-13 17:08:12.335768+00:00,2023-10-13,2023
Acme,34.6018,-98.21489,LC08_L2SP_028036_20231021_02_T1,2023-10-21 17:08:08.940547+00:00,92.07,,2023-10-21 17:08:08.940547+00:00,2023-10-21,2023
Acme,34.60194,-98.22162,LC09_L2SP_028036_20231029_02_T2,2023-10-29 17:08:10.464950+00:00,46.31,,2023-10-29 17:08:10.464950+00:00,2023-10-29,2023
Acme,34.60194,-98.21583,LC08_L2SP_028036_20231106_02_T1,2023-11-06 17:08:09.857193+00:00,1.04,-0.203471312306727,2023-11-06 17:08:09.857193+00:00,2023-11-06,2023
Acme,34.60221,-98.20994,LC09_L2SP_028036_20231114_02_T1,2023-11-14 17:08:09.619735+00:00,0.02,-0.2213690351885953,2023-11-14 17:08:09.619735+00:00,2023-11-14,2023
Acme,34.60166,-98.235,LC08_L2SP_028036_20231122_02_T1,2023-11-22 17:08:14.382287+00:00,0.01,-0.2461594419121221,2023-11-22 17:08:14.382287+00:00,2023-11-22,2023
Acme,34.60213,-98.24039,LC09_L2SP_028036_20231130_02_T2,2023-11-30 17:08:17.734780+00:00,51.43,,2023-11-30 17:08:17.734780+00:00,2023-11-30,2023
Acme,34.60219,-98.20262,LC08_L2SP_028036_20231208_02_T1,2023-12-08 17:08:06.000443+00:00,0.99,-0.2408920984229056,2023-12-08 17:08:06.000443+00:00,2023-12-08,2023
Acme,34.60216,-98.24374,LC09_L2SP_028036_20231216_02_T1,2023-12-16 17:08:18.809549+00:00,0.02,-0.2252724508771487,2023-12-16 17:08:18.809549+00:00,2023-12-16,2023
Acme,34.60188,-98.23491,LC08_L2SP_028036_20231224_02_T1,2023-12-24 17:08:12.060863+00:00,90.17,,2023-12-24 17:08:12.060863+00:00,2023-12-24,2023
Ada,34.60268,-96.6859,LC09_L2SP_027036_20230107_02_T1,2023-01-07 17:02:15.592407+00:00,26.71,-0.1309629587838153,2023-01-07 17:02:15.592407+00:00,2023-01-07,2023
Ada,34.6025,-96.66157,LC08_L2SP_027036_20230115_02_T1,2023-01-15 17:02:07.030522+00:00,69.05,,2023-01-15 17:02:07.030522+00:00,2023-01-15,2023
Ada,34.60286,-96.67193,LC09_L2SP_027036_20230123_02_T1,2023-01-23 17:02:09.361385+00:00,6.41,-0.1254562700816207,2023-01-23 17:02:09.361385+00:00,2023-01-23,2023
Ada,34.60281,-96.70343,LC08_L2SP_027036_20230131_02_T2,2023-01-31 17:02:11.636860+00:00,100.0,,2023-01-31 17:02:11.636860+00:00,2023-01-31,2023
Ada,34.60274,-96.73052,LC09_L2SP_027036_20230208_02_T2,2023-02-08 17:02:19.362717+00:00,22.53,,2023-02-08 17:02:19.362717+00:00,2023-02-08,2023
Ada,34.60274,-96.69638,LC08_L2SP_027036_20230216_02_T1,2023-02-16 17:02:03.127371+00:00,36.2,-0.0908701300162105,2023-02-16 17:02:03.127371+00:00,2023-02-16,2023
Ada,34.60253,-96.69044,LC09_L2SP_027036_20230224_02_T2,2023-02-24 17:02:04.592063+00:00,99.98,,2023-02-24 17:02:04.592063+00:00,2023-02-24,2023
Ada,34.60265,-96.67834,LC08_L2SP_027036_20230304_02_T1,2023-03-04 17:01:50.612018+00:00,0.01,-0.1219585091925449,2023-03-04 17:01:50.612018+00:00,2023-03-04,2023
Ada,34.60303,-96.68796,LC09_L2SP_027036_20230312_02_T1,2023-03-12 17:01:57.501105+00:00,65.57,,2023-03-12 17:01:57.501105+00:00,2023-03-12,2023
Ada,34.60278,-96.68209,LC08_L2SP_027036_20230320_02_T1,2023-03-20 17:01:41.977635+00:00,59.06,,2023-03-20 17:01:41.977635+00:00,2023-03-20,2023
Ada,34.60262,-96.67463,LC09_L2SP_027036_20230328_02_T1,2023-03-28 17:01:46.690856+00:00,16.48,-0.1208039308085762,2023-03-28 17:01:46.690856+00:00,2023-03-28,2023
Ada,34.60277,-96.67684,LC08_L2SP_027036_20230405_02_T1,2023-04-05 17:01:29.999150+00:00,26.13,-0.0443277899451271,2023-04-05 17:01:29.999150+00:00,2023-04-05,2023
Ada,34.6031,-96.68388,LC09_L2SP_027036_20230413_02_T1,2023-04-13 17:01:40.142014+00:00,0.45,0.0450709136572594,2023-04-13 17:01:40.142014+00:00,2023-04-13,2023
Ada,34.60279,-96.69573,LC09_L2SP_027036_20230429_02_T1,2023-04-29 17:01:33.394282+00:00,19.58,0.1842386542457229,2023-04-29 17:01:33.394282+00:00,2023-04-29,2023
Ada,34.60264,-96.70073,LC08_L2SP_027036_20230507_02_T1,2023-05-07 17:01:11.671317+00:00,79.29,,2023-05-07 17:01:11.671317+00:00,2023-05-07,2023
Ada,34.60281,-96.70348,LC09_L2SP_027036_20230515_02_T1,2023-05-15 17:01:25.151420+00:00,65.97,,2023-05-15 17:01:25.151420+00:00,2023-05-15,2023
Ada,34.60297,-96.66598,LC08_L2SP_027036_20230523_02_T1,2023-05-23 17:01:06.598498+00:00,63.53,0.3211422232112364,2023-05-23 17:01:06.598498+00:00,2023-05-23,2023
Ada,34.6028,-96.71369,LC09_L2SP_027036_20230531_02_T1,2023-05-31 17:01:17.031433+00:00,15.4,0.1769999211815502,2023-05-31 17:01:17.031433+00:00,2023-05-31,2023
Ada,34.60247,-96.65914,LC08_L2SP_027036_20230608_02_T1,2023-06-08 17:01:12.955497+00:00,4.45,0.1487080800859327,2023-06-08 17:01:12.955497+00:00,2023-06-08,2023
Ada,34.60295,-96.68125,LC09_L2SP_027036_20230616_02_T1,2023-06-16 17:01:07.640023+00:00,84.84,,2023-06-16 17:01:07.640023+00:00,2023-06-16,2023
Ada,34.60287,-96.65122,LC08_L2SP_027036_20230624_02_T1,2023-06-24 17:01:18.894586+00:00,15.55,0.1869574246650907,2023-06-24 17:01:18.894586+00:00,2023-06-24,2023
Ada,34.60279,-96.68734,LC09_L2SP_027036_20230702_02_T1,2023-07-02 17:01:18.323489+00:00,1.75,0.1411884711300763,2023-07-02 17:01:18.323489+00:00,2023-07-02,2023
Ada,34.60267,-96.66713,LC08_L2SP_027036_20230710_02_T1,2023-07-10 17:01:30.216615+00:00,22.01,,2023-07-10 17:01:30.216615+00:00,2023-07-10,2023
Ada,34.60299,-96.67745,LC09_L2SP_027036_20230718_02_T1,2023-07-18 17:01:24.920893+00:00,0.24,0.1472467603466797,2023-07-18 17:01:24.920893+00:00,2023-07-18,2023
Ada,34.60271,-96.66172,LC08_L2SP_027036_20230726_02_T1,2023-07-26 17:01:35.912107+00:00,9.23,0.139044018590654,2023-07-26 17:01:35.912107+00:00,2023-07-26,2023
Ada,34.60294,-96.6744,LC09_L2SP_027036_20230803_02_T1,2023-08-03 17:01:32.492705+00:00,0.0,0.1007971596966776,2023-08-03 17:01:32.492705+00:00,2023-08-03,2023
Ada,34.60255,-96.65385,LC08_L2SP_027036_20230811_02_T1,2023-08-11 17:01:40.374970+00:00,13.2,,2023-08-11 17:01:40.374970+00:00,2023-08-11,2023
Ada,34.60271,-96.6588,LC09_L2SP_027036_20230819_02_T1,2023-08-19 17:01:36.319293+00:00,0.15,0.0752670916433335,2023-08-19 17:01:36.319293+00:00,2023-08-19,2023
Ada,34.60281,-96.66581,LC08_L2SP_027036_20230827_02_T1,2023-08-27 17:01:48.655764+00:00,19.21,0.0554617256512706,2023-08-27 17:01:48.655764+00:00,2023-08-27,2023
Ada,34.60293,-96.67812,LC09_L2SP_027036_20230904_02_T1,2023-09-04 17:01:47.333679+00:00,14.51,,2023-09-04 17:01:47.333679+00:00,2023-09-04,2023
Ada,34.60278,-96.65674,LC08_L2SP_027036_20230912_02_T2,2023-09-12 17:01:50.855387+00:00,100.0,,2023-09-12 17:01:50.855387+00:00,2023-09-12,2023
Ada,34.60258,-96.67884,LC09_L2SP_027036_20230920_02_T1,2023-09-20 17:01:52.875114+00:00,15.54,0.0556280145747057,2023-09-20 17:01:52.875114+00:00,2023-09-20,2023
Ada,34.60259,-96.66404,LC08_L2SP_027036_20230928_02_T1,2023-09-28 17:01:55.812055+00:00,1.06,0.0125104910254972,2023-09-28 17:01:55.812055+00:00,2023-09-28,2023
Ada,34.60254,-96.67415,LC09_L2SP_027036_20231006_02_T1,2023-10-06 17:01:55.858110+00:00,25.98,,2023-10-06 17:01:55.858110+00:00,2023-10-06,2023
Ada,34.60265,-96.66691,LC08_L2SP_027036_20231014_02_T1,2023-10-14 17:01:58.586589+00:00,0.0,-0.0110433672237257,2023-10-14 17:01:58.586589+00:00,2023-10-14,2023
Ada,34.60287,-96.69185,LC09_L2SP_027036_20231022_02_T1,2023-10-22 17:02:03.298406+00:00,74.76,,2023-10-22 17:02:03.298406+00:00,2023-10-22,2023
Ada,34.60253,-96.67613,LC08_L2SP_027036_20231030_02_T1,2023-10-30 17:02:01.697047+00:00,0.08,0.0367908358369687,2023-10-30 17:02:01.697047+00:00,2023-10-30,2023
Ada,34.60286,-96.66334,LC09_L2SP_027036_20231107_02_T1,2023-11-07 17:01:58.856352+00:00,0.02,-0.018966277038766,2023-11-07 17:01:58.856352+00:00,2023-11-07,2023
Ada,34.60246,-96.67033,LC08_L2SP_027036_20231115_02_T1,2023-11-15 17:02:00.528869+00:00,0.02,-0.0956163168158301,2023-11-15 17:02:00.528869+00:00,2023-11-15,2023
Ada,34.60287,-96.68654,LC09_L2SP_027036_20231123_02_T1,2023-11-23 17:02:06.022056+00:00,0.06,-0.1116499841994582,2023-11-23 17:02:06.022056+00:00,2023-11-23,2023
Ada,34.60265,-96.67135,LC08_L2SP_027036_20231201_02_T2,2023-12-01 17:02:00.030373+00:00,99.98,,2023-12-01 17:02:00.030373+00:00,2023-12-01,2023
Ada,34.60267,-96.67199,LC09_L2SP_027036_20231209_02_T1,2023-12-09 17:02:03.318427+00:00,0.17,-0.1261948965450927,2023-12-09 17:02:03.318427+00:00,2023-12-09,2023
Ada,34.6028,-96.68169,LC08_L2SP_027036_20231217_02_T1,2023-12-17 17:02:01.121179+00:00,0.3,-0.0978913545328583,2023-12-17 17:02:01.121179+00:00,2023-12-17,2023
Ada,34.60253,-96.69646,LC09_L2SP_027036_20231225_02_T1,2023-12-25 17:02:09.142195+00:00,27.14,-0.0900652141573025,2023-12-25 17:02:09.142195+00:00,2023-12-25,2023
Altus,34.60173,-99.80164,LC09_L2SP_029036_20230105_02_T1,2023-01-05 17:14:37.561941+00:00,27.28,0.0469692434204866,2023-01-05 17:14:37.561941+00:00,2023-01-05,2023
Altus,34.60176,-99.78291,LC08_L2SP_029036_20230113_02_T1,2023-01-13 17:14:30.615248+00:00,0.01,0.0618937640662517,2023-01-13 17:14:30.615248+00:00,2023-01-13,2023
Altus,34.60168,-99.77395,LC09_L2SP_029036_20230121_02_T1,2023-01-21 17:14:28.420727+00:00,0.0,0.1116935258384984,2023-01-21 17:14:28.420727+00:00,2023-01-21,2023
Altus,34.60193,-99.81629,LC08_L2SP_029036_20230129_02_T2,2023-01-29 17:14:33.167159+00:00,100.0,,2023-01-29 17:14:33.167159+00:00,2023-01-29,2023
Altus,34.60201,-99.84288,LC09_L2SP_029036_20230206_02_T1,2023-02-06 17:14:40.781605+00:00,51.16,,2023-02-06 17:14:40.781605+00:00,2023-02-06,2023
Altus,34.60198,-99.81647,LC08_L2SP_029036_20230214_02_T1,2023-02-14 17:14:26.534037+00:00,25.26,0.206337022291459,2023-02-14 17:14:26.534037+00:00,2023-02-14,2023
Altus,34.60217,-99.80961,LC09_L2SP_029036_20230222_02_T1,2023-02-22 17:14:27.811282+00:00,0.0,0.2266539522212569,2023-02-22 17:14:27.811282+00:00,2023-02-22,2023
Altus,34.60183,-99.79355,LC08_L2SP_029036_20230302_02_T1,2023-03-02 17:14:13.226501+00:00,32.31,0.246781843497499,2023-03-02 17:14:13.226501+00:00,2023-03-02,2023
Altus,34.60225,-99.79685,LC09_L2SP_029036_20230310_02_T1,2023-03-10 17:14:18.415897+00:00,25.36,0.2592119385027327,2023-03-10 17:14:18.415897+00:00,2023-03-10,2023
Altus,34.60195,-99.80011,LC08_L2SP_029036_20230318_02_T1,2023-03-18 17:14:05.506798+00:00,14.69,0.3361810431435714,2023-03-18 17:14:05.506798+00:00,2023-03-18,2023
Altus,34.60199,-99.7989,LC09_L2SP_029036_20230326_02_T1,2023-03-26 17:14:11.320645+00:00,5.58,0.3251421294806666,2023-03-26 17:14:11.320645+00:00,2023-03-26,2023
Altus,34.60202,-99.79666,LC08_L2SP_029036_20230403_02_T1,2023-04-03 17:13:54.112560+00:00,0.0,0.2920454379802212,2023-04-03 17:13:54.112560+00:00,2023-04-03,2023
Altus,34.60176,-99.80326,LC09_L2SP_029036_20230411_02_T1,2023-04-11 17:14:03.640752+00:00,8.68,,2023-04-11 17:14:03.640752+00:00,2023-04-11,2023
Altus,34.60204,-99.78833,LC08_L2SP_029036_20230419_02_T1,2023-04-19 17:13:40.623875+00:00,42.59,,2023-04-19 17:13:40.623875+00:00,2023-04-19,2023
Altus,34.60188,-99.81542,LC09_L2SP_029036_20230427_02_T1,2023-04-27 17:13:57.062434+00:00,76.92,,2023-04-27 17:13:57.062434+00:00,2023-04-27,2023
Altus,34.60185,-99.81792,LC08_L2SP_029036_20230505_02_T1,2023-05-05 17:13:35.306047+00:00,0.0,-0.0221348345562557,2023-05-05 17:13:35.306047+00:00,2023-05-05,2023
Altus,34.60215,-99.81914,LC09_L2SP_029036_20230513_02_T2,2023-05-13 17:13:47.951234+00:00,95.55,,2023-05-13 17:13:47.951234+00:00,2023-05-13,2023
Altus,34.60207,-99.78272,LC08_L2SP_029036_20230521_02_T1,2023-05-21 17:13:27.573198+00:00,67.6,,2023-05-21 17:13:27.573198+00:00,2023-05-21,2023
Altus,34.60216,-99.82533,LC09_L2SP_029036_20230529_02_T1,2023-05-29 17:13:38.907784+00:00,26.37,-0.2341354879807209,2023-05-29 17:13:38.907784+00:00,2023-05-29,2023
Altus,34.60216,-99.77229,LC08_L2SP_029036_20230606_02_T1,2023-06-06 17:13:33.108021+00:00,16.46,,2023-06-06 17:13:33.108021+00:00,2023-06-06,2023
Altus,34.60216,-99.83209,LC09_L2SP_029036_20230614_02_T1,2023-06-14 17:13:29.876621+00:00,4.42,-0.2842461679689629,2023-06-14 17:13:29.876621+00:00,2023-06-14,2023
Altus,34.60164,-99.76031,LC08_L2SP_029036_20230622_02_T1,2023-06-22 17:13:38.043210+00:00,37.81,,2023-06-22 17:13:38.043210+00:00,2023-06-22,2023
Altus,34.60206,-99.80019,LC09_L2SP_029036_20230630_02_T1,2023-06-30 17:13:38.153788+00:00,37.39,-0.2495609018462876,2023-06-30 17:13:38.153788+00:00,2023-06-30,2023
Altus,34.60196,-99.78373,LC08_L2SP_029036_20230708_02_T1,2023-07-08 17:13:51.182546+00:00,54.01,,2023-07-08 17:13:51.182546+00:00,2023-07-08,2023
Altus,34.60204,-99.79784,LC09_L2SP_029036_20230716_02_T1,2023-07-16 17:13:46.619182+00:00,0.02,-0.2472447310518225,2023-07-16 17:13:46.619182+00:00,2023-07-16,2023
Altus,34.60191,-99.7738,LC08_L2SP_029036_20230724_02_T1,2023-07-24 17:13:55.912410+00:00,0.1,-0.2285042461061478,2023-07-24 17:13:55.912410+00:00,2023-07-24,2023
Altus,34.60198,-99.78818,LC09_L2SP_029036_20230801_02_T1,2023-08-01 17:13:52.759198+00:00,0.13,-0.2247139064878381,2023-08-01 17:13:52.759198+00:00,2023-08-01,2023
Altus,34.60206,-99.77013,LC08_L2SP_029036_20230809_02_T1,2023-08-09 17:14:01.481047+00:00,24.75,-0.1797452311728353,2023-08-09 17:14:01.481047+00:00,2023-08-09,2023
Altus,34.60212,-99.76892,LC09_L2SP_029036_20230817_02_T1,2023-08-17 17:13:55.869990+00:00,0.0,-0.2235717692461113,2023-08-17 17:13:55.869990+00:00,2023-08-17,2023
Altus,34.60166,-99.7837,LC08_L2SP_029036_20230825_02_T1,2023-08-25 17:14:10.130016+00:00,0.04,-0.2019513745293757,2023-08-25 17:14:10.130016+00:00,2023-08-25,2023
Altus,34.60183,-99.79017,LC09_L2SP_029036_20230902_02_T1,2023-09-02 17:14:07.456264+00:00,0.0,-0.2076424443784222,2023-09-02 17:14:07.456264+00:00,2023-09-02,2023
Altus,34.6017,-99.76894,LC08_L2SP_029036_20230910_02_T1,2023-09-10 17:14:11.151896+00:00,10.97,-0.1843441860529866,2023-09-10 17:14:11.151896+00:00,2023-09-10,2023
Altus,34.60213,-99.79877,LC09_L2SP_029036_20230918_02_T1,2023-09-18 17:14:15.052132+00:00,0.21,-0.2248405779805068,2023-09-18 17:14:15.052132+00:00,2023-09-18,2023
Altus,34.60185,-99.77846,LC08_L2SP_029036_20230926_02_T1,2023-09-26 17:14:16.782267+00:00,0.22,-0.2292263094631888,2023-09-26 17:14:16.782267+00:00,2023-09-26,2023
Altus,34.6017,-99.78733,LC09_L2SP_029036_20231004_02_T1,2023-10-04 17:14:16.493117+00:00,88.56,,2023-10-04 17:14:16.493117+00:00,2023-10-04,2023
Altus,34.6016,-99.78396,LC08_L2SP_029036_20231012_02_T1,2023-10-12 17:14:20.310618+00:00,2.35,-0.2271389930777076,2023-10-12 17:14:20.310618+00:00,2023-10-12,2023
Altus,34.60214,-99.8106,LC09_L2SP_029036_20231020_02_T1,2023-10-20 17:14:25.267758+00:00,0.0,-0.2372829637691602,2023-10-20 17:14:25.267758+00:00,2023-10-20,2023
Altus,34.60203,-99.79081,LC08_L2SP_029036_20231028_02_T2,2023-10-28 17:14:23.183697+00:00,99.98,,2023-10-28 17:14:23.183697+00:00,2023-10-28,2023
Altus,34.60206,-99.776,LC09_L2SP_029036_20231105_02_T1,2023-11-05 17:14:19.533684+00:00,51.94,,2023-11-05 17:14:19.533684+00:00,2023-11-05,2023
Altus,34.60212,-99.77911,LC08_L2SP_029036_20231113_02_T1,2023-11-13 17:14:20.783061+00:00,43.3,,2023-11-13 17:14:20.783061+00:00,2023-11-13,2023
Altus,34.60203,-99.79776,LC09_L2SP_029036_20231121_02_T1,2023-11-21 17:14:26.241732+00:00,5.67,-0.1428444527888664,2023-11-21 17:14:26.241732+00:00,2023-11-21,2023
Altus,34.6019,-99.79268,LC08_L2SP_029036_20231129_02_T1,2023-11-29 17:14:23.326022+00:00,25.5,-0.0409834327700155,2023-11-29 17:14:23.326022+00:00,2023-11-29,2023
Altus,34.60205,-99.78087,LC09_L2SP_029036_20231207_02_T1,2023-12-07 17:14:23.178124+00:00,10.26,-0.0538275229096382,2023-12-07 17:14:23.178124+00:00,2023-12-07,2023
Altus,34.60179,-99.79215,LC08_L2SP_029036_20231215_02_T1,2023-12-15 17:14:21.879056+00:00,60.2,,2023-12-15 17:14:21.879056+00:00,2023-12-15,2023
Altus,34.60213,-99.81321,LC09_L2SP_029036_20231223_02_T2,2023-12-23 17:14:31.009552+00:00,99.94,,2023-12-23 17:14:31.009552+00:00,2023-12-23,2023
Altus,34.60201,-99.78612,LC08_L2SP_029036_20231231_02_T1,2023-12-31 17:14:18.349522+00:00,64.81,,2023-12-31 17:14:18.349522+00:00,2023-12-31,2023
Alva,37.46455,-98.96034,LC09_L2SP_029034_20230105_02_T1,2023-01-05 17:13:49.779911+00:00,0.01,-0.3001640611007244,2023-01-05 17:13:49.779911+00:00,2023-01-05,2023
Alva,36.03375,-99.38702,LC09_L2SP_029035_20230105_02_T1,2023-01-05 17:14:13.670926+00:00,16.6,,2023-01-05 17:14:13.670926+00:00,2023-01-05,2023
Alva,37.46479,-98.94171,LC08_L2SP_029034_20230113_02_T1,2023-01-13 17:13:42.833169+00:00,2.56,-0.2138621954424378,2023-01-13 17:13:42.833169+00:00,2023-01-13,2023
Alva,36.03394,-99.36839,LC08_L2SP_029035_20230113_02_T1,2023-01-13 17:14:06.724209+00:00,0.56,,2023-01-13 17:14:06.724209+00:00,2023-01-13,2023
Alva,37.46468,-98.93299,LC09_L2SP_029034_20230121_02_T2,2023-01-21 17:13:40.638696+00:00,33.53,,2023-01-21 17:13:40.638696+00:00,2023-01-21,2023
Alva,36.0338,-99.3596,LC09_L2SP_029035_20230121_02_T1,2023-01-21 17:14:04.529712+00:00,41.83,,2023-01-21 17:14:04.529712+00:00,2023-01-21,2023
Alva,36.03409,-97.81501,LC08_L2SP_028035_20230122_02_T1,2023-01-22 17:07:56.078259+00:00,60.5,,2023-01-22 17:07:56.078259+00:00,2023-01-22,2023
Alva,37.46454,-98.97546,LC08_L2SP_029034_20230129_02_T2,2023-01-29 17:13:45.389315+00:00,100.0,,2023-01-29 17:13:45.389315+00:00,2023-01-29,2023
Alva,36.03399,-99.40189,LC08_L2SP_029035_20230129_02_T2,2023-01-29 17:14:09.276119+00:00,100.0,,2023-01-29 17:14:09.276119+00:00,2023-01-29,2023
